inputs,targets
27 january 2002,2002-01-27
monday 4 april 2022,2022-04-04
11 jan 2018,2018-01-11
dec 12 2018,2018-12-12
15/11/1972,1972-11-15
23/08/2008,2008-08-23
4 aug 2002,2002-08-04
friday april 21 1972,1972-04-21
11/17/98,1998-11-17
wednesday 26 july 2006,2006-07-26
oct 13 2018,2018-10-13
3/14/72,1972-03-14
03/03/2008,2008-03-03
mon 28 jul 1997,1997-07-28
wednesday february 4 2009,2009-02-04
29 aug 1985,1985-08-29
october 28 1972,1972-10-28
11/02/2007,2007-02-11
tuesday december 26 1978,1978-12-26
6 december 1984,1984-12-06
thursday 19 april 1979,1979-04-19
30/06/1993,1993-06-30
20 apr 2013,2013-04-20
18 june 2001,2001-06-18
feb 19 2005,2005-02-19
sunday april 12 2020,2020-04-12
21/05/1970,1970-05-21
november 8 1973,1973-11-08
26 march 2019,2019-03-26
11/17/73,1973-11-17
december 17 1978,1978-12-17
monday march 21 2011,2011-03-21
3/11/80,1980-03-11
24/06/2014,2014-06-24
8 march 1988,1988-03-08
aug 20 1983,1983-08-20
6/9/01,2001-06-09
oct 18 2006,2006-10-18
21 oct 2006,2006-10-21
10 february 1973,1973-02-10
july 6 1981,1981-07-06
tuesday august 9 1994,1994-08-09
sunday march 7 2004,2004-03-07
september 22 1995,1995-09-22
1/20/17,2017-01-20
8 july 2020,2020-07-08
mon 13 jul 2020,2020-07-13
sat 1 apr 1978,1978-04-01
sat 25 dec 2004,2004-12-25
jan 21 2018,2018-01-21
thursday 22 january 2015,2015-01-22
fri 21 dec 1984,1984-12-21
wednesday april 13 1983,1983-04-13
tuesday 27 january 1987,1987-01-27
sun 25 sep 2016,2016-09-25
saturday december 22 2007,2007-12-22
february 5 1984,1984-02-05
jan 19 2019,2019-01-19
18 january 2005,2005-01-18
august 13 2014,2014-08-13
fri 5 dec 2003,2003-12-05
sunday 12 february 1989,1989-02-12
mar 25 2011,2011-03-25
10 mar 1994,1994-03-10
25 december 1983,1983-12-25
11 may 2022,2022-05-11
wednesday 15 october 2014,2014-10-15
friday february 7 2014,2014-02-07
16 april 1988,1988-04-16
29/11/1982,1982-11-29
17 june 1989,1989-06-17
march 11 1998,1998-03-11
sat 10 oct 1970,1970-10-10
3/23/85,1985-03-23
01/02/1972,1972-02-01
saturday july 9 1988,1988-07-09
12/27/88,1988-12-27
thu 17 mar 2011,2011-03-17
february 17 1979,1979-02-17
may 31 2011,2011-05-31
5/12/01,2001-05-12
saturday 3 july 2010,2010-07-03
sun 21 dec 1997,1997-12-21
22/06/2007,2007-06-22
march 23 1972,1972-03-23
thursday 24 may 1984,1984-05-24
tue 24 oct 2000,2000-10-24
monday 11 october 2021,2021-10-11
05/04/2016,2016-04-05
26/01/2021,2021-01-26
friday 13 june 1980,1980-06-13
december 7 1974,1974-12-07
18 july 2006,2006-07-18
08/10/1986,1986-10-08
13 dec 2013,2013-12-13
6/2/22,2022-06-02
tuesday 14 january 1997,1997-01-14
thursday 2 june 2011,2011-06-02
21 may 2006,2006-05-21
thursday 4 november 1982,1982-11-04
wed 6 mar 1985,1985-03-06
friday february 14 2003,2003-02-14
4/2/91,1991-04-02
june 1 2021,2021-06-01
04/03/2005,2005-03-04
9 aug 1970,1970-08-09
jun 19 1989,1989-06-19
august 25 2007,2007-08-25
saturday march 28 2020,2020-03-28
21/02/1995,1995-02-21
saturday 23 october 1993,1993-10-23
12/20/90,1990-12-20
tue 22 oct 1991,1991-10-22
aug 21 1975,1975-08-21
sunday november 24 1991,1991-11-24
nov 28 2010,2010-11-28
7/15/83,1983-07-15
fri 7 oct 2011,2011-10-07
aug 1 2015,2015-08-01
29 aug 1994,1994-08-29
sunday 1 december 2019,2019-12-01
may 5 1989,1989-05-05
9 april 2011,2011-04-09
wed 8 oct 2003,2003-10-08
7 february 1995,1995-02-07
13/03/1978,1978-03-13
23 july 1989,1989-07-23
dec 13 2008,2008-12-13
sep 5 1982,1982-09-05
jun 7 1974,1974-06-07
08/01/1972,1972-01-08
4/12/10,2010-04-12
march 10 1973,1973-03-10
thu 9 feb 1978,1978-02-09
8/16/00,2000-08-16
31 jan 2016,2016-01-31
thursday 14 march 1996,1996-03-14
april 28 2000,2000-04-28
24/11/1986,1986-11-24
january 21 2009,2009-01-21
9 september 2019,2019-09-09
monday 17 may 2010,2010-05-17
wednesday 16 september 1970,1970-09-16
monday march 3 2008,2008-03-03
tue 3 dec 1996,1996-12-03
november 8 2015,2015-11-08
saturday march 4 1995,1995-03-04
monday 18 december 1978,1978-12-18
6/6/97,1997-06-06
thursday january 7 1971,1971-01-07
3/28/16,2016-03-28
17 nov 2010,2010-11-17
26 sep 1978,1978-09-26
thursday 1 january 1987,1987-01-01
6 jul 1979,1979-07-06
oct 3 2016,2016-10-03
1/20/89,1989-01-20
19 december 2017,2017-12-19
oct 21 1994,1994-10-21
saturday 9 december 1972,1972-12-09
4 oct 1984,1984-10-04
jun 22 2011,2011-06-22
4/15/89,1989-04-15
1/7/09,2009-01-07
11/07/1989,1989-07-11
31 oct 1976,1976-10-31
sat 31 may 1986,1986-05-31
sun 14 jan 1979,1979-01-14
28 may 1983,1983-05-28
friday 13 december 1974,1974-12-13
17 mar 1991,1991-03-17
thu 16 jul 2020,2020-07-16
14/12/1990,1990-12-14
4 october 2017,2017-10-04
6 november 1997,1997-11-06
february 8 1988,1988-02-08
15/03/1984,1984-03-15
18/07/1980,1980-07-18
july 6 1995,1995-07-06
23 november 1972,1972-11-23
december 20 1986,1986-12-20
sep 30 2000,2000-09-30
20/02/2003,2003-02-20
19 feb 1997,1997-02-19
06/12/1984,1984-12-06
6 sep 2005,2005-09-06
26/09/1975,1975-09-26
wednesday 10 february 1982,1982-02-10
january 14 1985,1985-01-14
4 september 1987,1987-09-04
feb 26 1994,1994-02-26
18/10/2003,2003-10-18
mar 4 2008,2008-03-04
wednesday february 25 1976,1976-02-25
1 sep 2020,2020-09-01
mon 1 jul 2002,2002-07-01
jun 20 1996,1996-06-20
8/6/16,2016-08-06
16 june 1992,1992-06-16
thu 28 feb 2013,2013-02-28
02/03/1995,1995-03-02
07/01/1976,1976-01-07
february 5 1971,1971-02-05
29/08/1988,1988-08-29
6 november 1973,1973-11-06
sunday 18 january 2009,2009-01-18
august 3 2001,2001-08-03
27 november 1970,1970-11-27
sunday may 22 2011,2011-05-22
may 10 1976,1976-05-10
monday july 5 1999,1999-07-05
29/05/1984,1984-05-29
24/01/2003,2003-01-24
23/06/1992,1992-06-23
10/17/95,1995-10-17
17 mar 1976,1976-03-17
20/07/1987,1987-07-20
23 sep 1971,1971-09-23
11/05/1996,1996-05-11
sep 11 1988,1988-09-11
wednesday 23 december 1981,1981-12-23
november 11 1975,1975-11-11
dec 15 1986,1986-12-15
sunday 20 october 1996,1996-10-20
august 12 1973,1973-08-12
apr 17 1996,1996-04-17
30/08/2003,2003-08-30
6/11/20,2020-06-11
may 21 2007,2007-05-21
may 6 1984,1984-05-06
sep 16 1979,1979-09-16
tue 5 dec 2017,2017-12-05
24 dec 2010,2010-12-24
sep 1 2005,2005-09-01
august 1 1995,1995-08-01
sunday october 14 2012,2012-10-14
03/09/1986,1986-09-03
22 september 1978,1978-09-22
sunday february 10 1980,1980-02-10
26 nov 2012,2012-11-26
october 2 1983,1983-10-02
friday june 7 1996,1996-06-07
thursday april 4 1991,1991-04-04
wed 3 oct 1979,1979-10-03
wednesday june 12 1985,1985-06-12
april 23 1990,1990-04-23
jun 26 1987,1987-06-26
oct 5 2013,2013-10-05
fri 1 jan 1987,1988-01-01
jul 10 2000,2000-07-10
18/07/2007,2007-07-18
friday 7 february 1992,1992-02-07
friday 15 december 1972,1972-12-15
thu 23 mar 1978,1978-03-23
13 april 2020,2020-04-13
friday august 15 2008,2008-08-15
3 april 1976,1976-04-03
monday january 2 1995,1995-01-02
april 3 2005,2005-04-03
feb 27 1975,1975-02-27
tue 30 dec 2015,2014-12-30
friday september 4 1998,1998-09-04
friday july 7 1989,1989-07-07
may 5 2002,2002-05-05
1/25/17,2017-01-25
1 jan 2002,2002-01-01
tue 19 dec 2006,2006-12-19
19 dec 2006,2006-12-19
friday 3 january 1997,1997-01-03
11/27/20,2020-11-27
tuesday may 21 2019,2019-05-21
thursday january 7 1993,1993-01-07
july 13 1973,1973-07-13
5/12/90,1990-05-12
october 16 1975,1975-10-16
mar 15 1989,1989-03-15
05/03/1976,1976-03-05
13 june 2014,2014-06-13
march 22 1988,1988-03-22
9/28/98,1998-09-28
19 jan 1995,1995-01-19
october 29 1977,1977-10-29
sat 25 jul 2009,2009-07-25
aug 28 1991,1991-08-28
05/05/2005,2005-05-05
thu 10 mar 1977,1977-03-10
20 february 2010,2010-02-20
31 dec 2015,2015-12-31
february 4 2011,2011-02-04
10 june 1998,1998-06-10
21 apr 1973,1973-04-21
friday 3 august 1973,1973-08-03
20/04/1974,1974-04-20
tue 24 apr 2018,2018-04-24
october 24 2015,2015-10-24
aug 30 2011,2011-08-30
06/09/2007,2007-09-06
mon 7 sep 1987,1987-09-07
wednesday 13 september 2000,2000-09-13
sunday july 13 1975,1975-07-13
december 11 2012,2012-12-11
7/21/86,1986-07-21
november 4 1973,1973-11-04
3/23/04,2004-03-23
27 may 1986,1986-05-27
9 apr 2013,2013-04-09
thu 20 jan 2011,2011-01-20
wednesday 6 april 2016,2016-04-06
25 july 1970,1970-07-25
july 24 2010,2010-07-24
jan 22 2012,2012-01-22
2 january 1992,1992-01-02
friday 6 november 1987,1987-11-06
16/07/1978,1978-07-16
11 may 2015,2015-05-11
friday march 15 1974,1974-03-15
monday 26 september 2016,2016-09-26
saturday february 28 2015,2015-02-28
25 september 1984,1984-09-25
apr 28 1988,1988-04-28
friday 17 october 2003,2003-10-17
may 5 1979,1979-05-05
sun 19 dec 2004,2004-12-19
2/20/03,2003-02-20
01/12/2013,2013-12-01
may 16 1982,1982-05-16
oct 3 1985,1985-10-03
17 sep 2017,2017-09-17
12 nov 2004,2004-11-12
22 aug 2016,2016-08-22
29 october 2005,2005-10-29
wednesday november 22 1995,1995-11-22
8 may 2006,2006-05-08
wed 13 feb 1991,1991-02-13
saturday 14 november 1992,1992-11-14
9 march 2019,2019-03-09
thursday december 15 1977,1977-12-15
wednesday 6 december 1972,1972-12-06
oct 22 2006,2006-10-22
13 february 2019,2019-02-13
12/4/20,2020-12-04
september 17 2006,2006-09-17
thursday 19 april 2001,2001-04-19
25 december 1979,1979-12-25
wednesday march 14 1990,1990-03-14
january 13 2019,2019-01-13
thu 15 jul 2004,2004-07-15
19 nov 1985,1985-11-19
17 august 2010,2010-08-17
thu 4 mar 1976,1976-03-04
dec 11 2010,2010-12-11
august 25 1992,1992-08-25
mon 19 jan 1981,1981-01-19
16 dec 2011,2011-12-16
08/07/1980,1980-07-08
3/27/75,1975-03-27
12/8/99,1999-12-08
sunday 18 july 2021,2021-07-18
tuesday february 27 1996,1996-02-27
2/1/74,1974-02-01
nov 9 2005,2005-11-09
15 jul 1996,1996-07-15
09/11/1986,1986-11-09
tuesday may 29 2018,2018-05-29
28 february 2005,2005-02-28
jan 13 2020,2020-01-13
monday march 19 2007,2007-03-19
sat 18 feb 2012,2012-02-18
mar 12 1972,1972-03-12
22/02/2009,2009-02-22
mon 18 nov 1996,1996-11-18
jul 4 2018,2018-07-04
may 10 1988,1988-05-10
saturday 23 august 2003,2003-08-23
saturday 17 april 2021,2021-04-17
tuesday 4 july 2017,2017-07-04
june 25 1983,1983-06-25
17 july 1997,1997-07-17
6/20/19,2019-06-20
saturday 28 april 1990,1990-04-28
august 31 1990,1990-08-31
fri 24 jun 1988,1988-06-24
june 21 1979,1979-06-21
fri 2 apr 2021,2021-04-02
wednesday march 26 2003,2003-03-26
mar 21 2011,2011-03-21
27 feb 2000,2000-02-27
05/07/1998,1998-07-05
9 may 1977,1977-05-09
25 april 1981,1981-04-25
tuesday 15 september 2009,2009-09-15
10/03/1984,1984-03-10
sep 14 1996,1996-09-14
friday 19 august 1983,1983-08-19
dec 20 1977,1977-12-20
tue 20 dec 2011,2011-12-20
nov 9 1994,1994-11-09
13 february 2004,2004-02-13
sun 14 apr 1985,1985-04-14
27/04/1991,1991-04-27
apr 14 2010,2010-04-14
aug 18 2010,2010-08-18
oct 14 2007,2007-10-14
6/7/94,1994-06-07
4/21/07,2007-04-21
january 18 2014,2014-01-18
monday october 26 2009,2009-10-26
09/02/1988,1988-02-09
tuesday april 12 2005,2005-04-12
april 20 2019,2019-04-20
21 march 1979,1979-03-21
tuesday july 11 1995,1995-07-11
wed 8 dec 1971,1971-12-08
jan 12 2001,2001-01-12
10/13/70,1970-10-13
fri 25 feb 2011,2011-02-25
sat 5 nov 1994,1994-11-05
17/12/1995,1995-12-17
jan 21 1999,1999-01-21
sunday august 13 1989,1989-08-13
4/19/00,2000-04-19
24/06/2018,2018-06-24
1/5/01,2001-01-05
14 april 2013,2013-04-14
18/09/1970,1970-09-18
monday march 1 1993,1993-03-01
wed 2 jan 2019,2019-01-02
mar 9 2000,2000-03-09
12/05/2021,2021-05-12
11/02/1996,1996-02-11
4/25/80,1980-04-25
wednesday 19 august 1992,1992-08-19
17 jun 2000,2000-06-17
03/08/2020,2020-08-03
thu 9 oct 2008,2008-10-09
june 29 1980,1980-06-29
tue 28 oct 2008,2008-10-28
dec 30 2019,2019-12-30
13 december 2020,2020-12-13
sunday october 29 1989,1989-10-29
apr 6 1983,1983-04-06
may 7 1996,1996-05-07
thursday 19 april 2012,2012-04-19
8/11/78,1978-08-11
tuesday 20 april 2010,2010-04-20
1 jan 1980,1980-01-01
04/12/2017,2017-12-04
6/9/73,1973-06-09
6/30/06,2006-06-30
12 october 2015,2015-10-12
fri 17 jun 1988,1988-06-17
saturday 21 may 2005,2005-05-21
03/01/1976,1976-01-03
thursday january 22 2004,2004-01-22
fri 4 jun 1971,1971-06-04
wed 5 jan 2022,2022-01-05
2 june 2021,2021-06-02
march 7 1970,1970-03-07
mon 23 oct 1972,1972-10-23
wednesday september 12 2012,2012-09-12
tue 9 dec 2008,2008-12-09
10/12/1972,1972-12-10
wed 5 aug 2015,2015-08-05
november 2 1989,1989-11-02
7 march 1992,1992-03-07
19 jan 1983,1983-01-19
wednesday 12 april 2006,2006-04-12
july 4 1993,1993-07-04
6 feb 2008,2008-02-06
3 october 2013,2013-10-03
14/11/1997,1997-11-14
21 jun 2016,2016-06-21
13/09/1981,1981-09-13
tue 2 mar 2021,2021-03-02
11 jan 2002,2002-01-11
5 jan 2007,2007-01-05
monday 7 july 1980,1980-07-07
sunday november 3 2002,2002-11-03
wednesday july 6 1983,1983-07-06
4/7/84,1984-04-07
wednesday 27 may 2009,2009-05-27
22 september 2004,2004-09-22
08/08/1979,1979-08-08
sun 15 may 1988,1988-05-15
sun 20 mar 2022,2022-03-20
tuesday march 1 1977,1977-03-01
07/06/2005,2005-06-07
june 2 2014,2014-06-02
30 may 1981,1981-05-30
13 august 2020,2020-08-13
10/29/00,2000-10-29
17 december 2007,2007-12-17
fri 13 apr 2001,2001-04-13
tuesday march 10 2009,2009-03-10
tuesday august 17 1976,1976-08-17
friday april 6 1990,1990-04-06
thu 3 jan 1974,1974-01-03
tue 7 mar 2006,2006-03-07
5 mar 1979,1979-03-05
3/24/98,1998-03-24
nov 16 1977,1977-11-16
23/10/1988,1988-10-23
jun 21 2018,2018-06-21
8/19/78,1978-08-19
thursday 14 august 1980,1980-08-14
4/14/00,2000-04-14
tuesday september 30 1986,1986-09-30
6 aug 1982,1982-08-06
sun 24 mar 2019,2019-03-24
thursday 19 october 1978,1978-10-19
5 june 1986,1986-06-05
17/03/1976,1976-03-17
jan 6 1975,1975-01-06
jun 9 1980,1980-06-09
03/07/2017,2017-07-03
15 november 1984,1984-11-15
jun 22 2015,2015-06-22
31 aug 1981,1981-08-31
friday 24 may 2002,2002-05-24
2 sep 2007,2007-09-02
sunday 7 november 2021,2021-11-07
friday 22 october 1982,1982-10-22
nov 30 1992,1992-11-30
7/24/12,2012-07-24
15 oct 1971,1971-10-15
9 jun 2009,2009-06-09
7/12/79,1979-07-12
12 oct 2013,2013-10-12
mon 21 may 1990,1990-05-21
30/08/1983,1983-08-30
23 jan 1991,1991-01-23
friday 1 february 2002,2002-02-01
tue 28 nov 2000,2000-11-28
june 1 1983,1983-06-01
sunday october 16 1977,1977-10-16
aug 21 1973,1973-08-21
apr 12 1990,1990-04-12
may 19 1983,1983-05-19
27/10/2019,2019-10-27
tue 11 jul 1995,1995-07-11
24 jul 1973,1973-07-24
22/07/1997,1997-07-22
jan 14 2000,2000-01-14
monday 27 march 1989,1989-03-27
28 july 1978,1978-07-28
4/30/84,1984-04-30
dec 18 1987,1987-12-18
monday 3 august 1992,1992-08-03
tuesday 22 january 2013,2013-01-22
08/01/1982,1982-01-08
31/10/2013,2013-10-31
monday october 25 1982,1982-10-25
wednesday april 7 1971,1971-04-07
june 5 1998,1998-06-05
2/24/78,1978-02-24
8 apr 2008,2008-04-08
thursday 22 january 2004,2004-01-22
monday october 25 1993,1993-10-25
sun 3 feb 1980,1980-02-03
sun 30 dec 1984,1984-12-30
6 february 2009,2009-02-06
fri 2 jul 1971,1971-07-02
29 june 1994,1994-06-29
27 march 1975,1975-03-27
8/15/00,2000-08-15
aug 25 2018,2018-08-25
11 sep 1986,1986-09-11
24/12/1973,1973-12-24
thu 27 mar 2003,2003-03-27
25/07/2010,2010-07-25
feb 16 1998,1998-02-16
20 nov 2010,2010-11-20
27 nov 1983,1983-11-27
10/8/88,1988-10-08
february 13 1983,1983-02-13
28/10/1970,1970-10-28
friday may 17 1974,1974-05-17
may 8 1994,1994-05-08
18/03/1976,1976-03-18
9/23/11,2011-09-23
03/06/1975,1975-06-03
9 june 1998,1998-06-09
25/04/1977,1977-04-25
tue 21 feb 1989,1989-02-21
monday 22 february 1999,1999-02-22
thursday 1 november 1979,1979-11-01
7 december 2000,2000-12-07
16/08/1989,1989-08-16
saturday 8 october 2016,2016-10-08
3 february 1974,1974-02-03
jan 5 1977,1977-01-05
aug 30 1998,1998-08-30
apr 17 1996,1996-04-17
april 10 2015,2015-04-10
7 december 1982,1982-12-07
23/01/1971,1971-01-23
feb 14 1972,1972-02-14
december 11 1970,1970-12-11
22 january 1980,1980-01-22
mar 28 2019,2019-03-28
18/02/2004,2004-02-18
22/08/1973,1973-08-22
oct 13 2011,2011-10-13
17/08/2011,2011-08-17
1 april 2007,2007-04-01
17 dec 1999,1999-12-17
july 12 1988,1988-07-12
16/01/2009,2009-01-16
june 6 2012,2012-06-06
9/7/98,1998-09-07
august 16 2014,2014-08-16
7/15/91,1991-07-15
oct 22 2010,2010-10-22
sun 9 apr 1989,1989-04-09
thu 18 nov 1971,1971-11-18
sep 4 1994,1994-09-04
10 april 1972,1972-04-10
monday 6 june 2022,2022-06-06
wednesday 5 july 2006,2006-07-05
29 june 2010,2010-06-29
mar 28 1985,1985-03-28
29 june 1971,1971-06-29
sunday 16 february 1997,1997-02-16
sun 6 nov 1983,1983-11-06
28/09/2000,2000-09-28
6 december 2009,2009-12-06
march 25 2018,2018-03-25
sunday 10 august 1975,1975-08-10
5/30/81,1981-05-30
friday 23 august 2002,2002-08-23
22 jun 2016,2016-06-22
23 june 2015,2015-06-23
saturday november 24 1990,1990-11-24
sat 26 jul 2008,2008-07-26
feb 25 1976,1976-02-25
september 28 2016,2016-09-28
april 6 1974,1974-04-06
aug 29 2018,2018-08-29
16 mar 1976,1976-03-16
10/27/80,1980-10-27
february 25 1986,1986-02-25
sunday november 29 1998,1998-11-29
24 feb 1986,1986-02-24
saturday october 14 2017,2017-10-14
monday may 16 1983,1983-05-16
27 july 2018,2018-07-27
13 sep 1998,1998-09-13
monday 16 april 2012,2012-04-16
march 2 2006,2006-03-02
11 july 1970,1970-07-11
sep 7 2013,2013-09-07
friday march 21 2003,2003-03-21
friday 9 october 1970,1970-10-09
thursday march 26 1981,1981-03-26
24 september 1970,1970-09-24
october 31 2019,2019-10-31
1 may 1973,1973-05-01
9/9/15,2015-09-09
2 oct 2015,2015-10-02
august 13 1976,1976-08-13
friday november 17 1995,1995-11-17
wed 11 feb 1987,1987-02-11
mon 26 may 1975,1975-05-26
sunday 15 february 2009,2009-02-15
fri 7 may 2010,2010-05-07
friday 21 april 2000,2000-04-21
12/7/03,2003-12-07
mar 15 2004,2004-03-15
11/06/1988,1988-06-11
9/3/10,2010-09-03
wednesday january 11 1978,1978-01-11
jun 26 2008,2008-06-26
11/01/1981,1981-01-11
thu 6 apr 2000,2000-04-06
24 jan 1981,1981-01-24
12/3/97,1997-12-03
mon 18 oct 1971,1971-10-18
9 august 2001,2001-08-09
saturday february 14 2004,2004-02-14
04/04/1979,1979-04-04
monday 3 february 1992,1992-02-03
saturday 28 november 1998,1998-11-28
15/06/2001,2001-06-15
02/01/1987,1988-01-02
2 may 1988,1988-05-02
7/15/08,2008-07-15
jun 22 1971,1971-06-22
24/01/2009,2009-01-24
27 april 2002,2002-04-27
4 jul 1992,1992-07-04
april 25 1984,1984-04-25
9 oct 2009,2009-10-09
sun 8 feb 1998,1998-02-08
3/4/19,2019-03-04
sun 19 apr 1987,1987-04-19
04/10/2009,2009-10-04
oct 27 2020,2020-10-27
21 jan 1987,1987-01-21
27 sep 1998,1998-09-27
fri 16 jul 2010,2010-07-16
thursday april 9 2020,2020-04-09
2/16/01,2001-02-16
wed 12 jun 2002,2002-06-12
sat 19 jun 2021,2021-06-19
12 october 2003,2003-10-12
20 december 1980,1980-12-20
05/06/1976,1976-06-05
11/13/17,2017-11-13
sunday august 1 1971,1971-08-01
05/08/2014,2014-08-05
monday november 6 1978,1978-11-06
saturday 16 july 1988,1988-07-16
14/10/1970,1970-10-14
15 may 1974,1974-05-15
jan 21 1986,1986-01-21
12 june 2004,2004-06-12
fri 13 oct 1978,1978-10-13
saturday 30 april 1977,1977-04-30
3/31/80,1980-03-31
fri 2 jun 1989,1989-06-02
24 january 1994,1994-01-24
may 21 2001,2001-05-21
friday march 1 1974,1974-03-01
5/25/90,1990-05-25
april 29 2019,2019-04-29
december 1 1980,1980-12-01
tuesday december 28 2010,2010-12-28
thu 15 mar 2018,2018-03-15
mar 11 1981,1981-03-11
mon 3 nov 2003,2003-11-03
nov 14 1975,1975-11-14
5 march 2022,2022-03-05
thursday october 24 2019,2019-10-24
may 10 1982,1982-05-10
2 may 2011,2011-05-02
dec 9 2010,2010-12-09
tuesday 29 december 1987,1987-12-29
28 may 2004,2004-05-28
march 5 2002,2002-03-05
june 22 2009,2009-06-22
saturday 20 march 1976,1976-03-20
2 jun 1975,1975-06-02
saturday 15 september 1979,1979-09-15
4 nov 1970,1970-11-04
march 31 1987,1987-03-31
thursday july 3 2008,2008-07-03
9/2/91,1991-09-02
27 apr 1982,1982-04-27
12 november 1975,1975-11-12
13 jun 1992,1992-06-13
wednesday 21 june 1995,1995-06-21
6/1/18,2018-06-01
june 18 1985,1985-06-18
monday 30 april 1973,1973-04-30
sun 14 aug 2011,2011-08-14
jan 31 2002,2002-01-31
wednesday 28 september 2011,2011-09-28
december 7 1995,1995-12-07
17/03/1974,1974-03-17
monday november 16 1981,1981-11-16
5/27/00,2000-05-27
14/08/2018,2018-08-14
saturday december 4 1993,1993-12-04
14 august 2019,2019-08-14
sunday 17 january 2021,2021-01-17
mon 11 may 1992,1992-05-11
friday january 7 1972,1972-01-07
1 aug 2016,2016-08-01
friday 23 november 1990,1990-11-23
september 8 1978,1978-09-08
2 january 2003,2003-01-02
7/8/18,2018-07-08
monday 27 october 2008,2008-10-27
10 july 1971,1971-07-10
16 november 1993,1993-11-16
2 aug 2011,2011-08-02
10/11/80,1980-10-11
saturday 17 april 2021,2021-04-17
friday 9 august 2013,2013-08-09
tuesday may 29 1973,1973-05-29
august 8 1974,1974-08-08
september 12 1972,1972-09-12
monday may 7 1990,1990-05-07
10 july 1972,1972-07-10
september 14 1986,1986-09-14
22 jun 1999,1999-06-22
feb 15 2005,2005-02-15
jul 2 2003,2003-07-02
aug 28 1986,1986-08-28
sunday october 25 1981,1981-10-25
monday 9 may 2005,2005-05-09
7/5/72,1972-07-05
06/10/1989,1989-10-06
25 february 2015,2015-02-25
3 march 2011,2011-03-03
22 august 1974,1974-08-22
monday march 14 1983,1983-03-14
wednesday 6 april 1988,1988-04-06
fri 27 jan 1995,1995-01-27
25 apr 2005,2005-04-25
jul 7 1979,1979-07-07
27 october 2001,2001-10-27
tue 8 feb 2011,2011-02-08
friday 30 april 2010,2010-04-30
30/10/1999,1999-10-30
wednesday august 14 1985,1985-08-14
tuesday 18 october 1988,1988-10-18
tuesday 30 march 1976,1976-03-30
10/10/02,2002-10-10
4/19/96,1996-04-19
22/10/1989,1989-10-22
2 november 1987,1987-11-02
15/04/2003,2003-04-15
friday july 10 2015,2015-07-10
10/22/70,1970-10-22
august 7 1982,1982-08-07
12/11/93,1993-12-11
tuesday march 31 1987,1987-03-31
february 17 2021,2021-02-17
6/10/95,1995-06-10
may 5 1975,1975-05-05
thu 3 jan 1974,1974-01-03
oct 5 2014,2014-10-05
mon 8 mar 1982,1982-03-08
sep 29 2017,2017-09-29
fri 5 dec 1975,1975-12-05
sunday march 12 1972,1972-03-12
mon 16 feb 1970,1970-02-16
